Time FPS-0 FPS-1 FPS-2 FPS-3 FPS-4 FPS-5 FPS-6 FPS-7 FPS-8 FPS-9 FVS-0 FVS-1 FVS-2 FVS-3 FVS-4 FVS-5 FVS-6 FVS-7 FVS-8 FVS-9 FVT-0 FVT-1 FVT-2 FVT-3 FVT-4 FVT-5 FVT-6 FVT-7 FVT-8 FVT-9 FDS-0 FDS-1 FDS-2 FDS-3 FDS-4 FDS-5 FDS-6 FDS-7 FDS-8 FDS-9 SHD-0 SHD-1 SHD-2 SHD-3 SHD-4 SHD-5 SHD-6 SHD-7 SHD-8 SHD-9 SB-0 SB-1 SB-2 SB-3 SB-4 SB-5 SB-6 SB-7 SB-8 SB-9 PIN-0 PIN-1 PIN-2 PIN-3 PIN-4 PIN-5 PIN-6 PIN-7 PIN-8 PIN-9 WHB-0 WHB-1 WHB-2 WHB-3 WHB-4 WHB-5 WHB-6 WHB-7 WHB-8 WHB-9 WHT-0 WHT-1 WHT-2 WHT-3 WHT-4 WHT-5 WHT-6 WHT-7 WHT-8 WHT-9 CEP-0 CEP-1 BFS-0 BFF-0 BG-0 BMD-0 BML-0 BMS-0 ZL-0 BD-0 MA-0 SG-0 BC-0 ZG-0 PL-0 PS-0 ZM-0 ZS-0 PB-0 BB-0 BO-0 DL-0 DR-0 DC-0
2.080000e+02 2.186352e+01 1.717912e+03 8.818051e+03 1.381400e+04 1.854966e+04 2.045255e+04 2.148735e+04 1.926439e+04 1.898789e+04 1.228295e+04 1.787352e+02 4.934046e+04 1.951818e+04 4.664245e+03 9.130211e+02 1.924343e+02 6.289535e+01 2.300278e+01 8.924119e+00 3.559073e+00 2.247355e+03 4.949716e+03 3.978260e+03 1.568505e+03 4.496679e+02 1.572193e+02 4.287545e+01 1.671114e+01 1.012740e+01 1.453441e+00 5.549750e+03 1.658411e+04 1.868386e+04 1.233388e+04 6.964907e+03 4.066231e+03 2.444782e+03 1.341364e+03 6.991125e+02 4.013413e+02 3.686134e+03 3.685156e+03 2.756063e+03 1.843134e+03 1.203703e+03 7.266850e+02 4.154139e+02 2.321468e+02 9.115168e+01 7.104410e+01 3.121389e+01 2.920142e+01 1.088639e+01 8.670573e+00 4.030427e+00 1.899040e+00 9.397079e-01 5.009409e-01 3.136003e-01 2.244737e-01 6.019266e+01 1.411767e+02 1.686930e+02 1.608045e+02 1.423053e+02 1.179165e+02 9.821260e+01 8.103476e+01 6.379830e+01 5.804838e+01 2.360817e+02 2.428491e+02 2.073459e+02 1.653631e+02 1.319475e+02 1.090766e+02 8.796500e+01 7.564990e+01 6.509410e+01 5.453830e+01 4.633807e+02 3.262068e+02 2.331159e+02 1.633388e+02 1.166955e+02 6.999865e+01 4.659811e+01 4.659812e+01 2.329937e+01 2.329939e+01 5.601278e+04 9.157064e+04 2.445977e+04 2.445413e+05 2.651716e+03 3.299715e+05 2.447202e+03 1.956697e+04 1.028663e+06 1.021040e+06 2.446337e+06 2.443421e+03 1.246776e+06 3.870176e+06 4.980092e+06 3.981232e+07 6.252949e+05 5.076562e+07 2.353111e+07 2.223660e+06 2.076679e+06 1.185005e+07 4.237312e+07 7.059706e-09
2.090000e+02 2.312429e+01 1.771225e+03 8.858007e+03 1.384899e+04 1.858052e+04 2.048081e+04 2.151429e+04 1.928725e+04 1.900972e+04 1.229686e+04 1.787610e+02 4.934750e+04 1.951956e+04 4.664841e+03 9.133110e+02 1.925147e+02 6.292150e+01 2.301233e+01 8.927822e+00 3.560549e+00 2.247519e+03 4.949954e+03 3.978052e+03 1.568423e+03 4.496397e+02 1.572107e+02 4.287328e+01 1.671062e+01 1.012708e+01 1.453320e+00 5.553603e+03 1.659865e+04 1.869811e+04 1.233958e+04 6.968367e+03 4.067993e+03 2.445762e+03 1.341874e+03 6.993692e+02 4.014850e+02 3.686378e+03 3.684265e+03 2.755385e+03 1.842665e+03 1.203386e+03 7.264903e+02 4.153016e+02 2.320836e+02 9.112753e+01 7.102465e+01 3.121386e+01 2.920142e+01 1.088611e+01 8.670404e+00 4.030401e+00 1.899039e+00 9.397105e-01 5.009433e-01 3.136023e-01 2.244754e-01 6.020484e+01 1.411895e+02 1.687079e+02 1.608184e+02 1.423168e+02 1.179250e+02 9.821959e+01 8.104049e+01 6.380280e+01 5.805247e+01 2.360830e+02 2.428499e+02 2.073463e+02 1.653633e+02 1.319477e+02 1.090767e+02 8.796511e+01 7.564999e+01 6.509418e+01 5.453836e+01 4.633811e+02 3.262070e+02 2.331159e+02 1.633388e+02 1.166955e+02 6.999869e+01 4.659814e+01 4.659815e+01 2.329939e+01 2.329940e+01 5.600824e+04 9.153011e+04 2.445971e+04 2.445403e+05 2.652759e+03 3.299715e+05 2.447202e+03 1.956691e+04 1.028698e+06 1.020956e+06 2.446333e+06 2.443401e+03 1.246776e+06 3.870658e+06 4.979302e+06 3.973370e+07 6.248376e+05 5.077823e+07 2.352727e+07 2.224662e+06 2.076673e+06 1.185613e+07 4.237696e+07 7.059713e-09
2.100000e+02 2.441139e+01 1.824566e+03 8.897985e+03 1.388401e+04 1.861140e+04 2.050908e+04 2.154125e+04 1.931012e+04 1.903158e+04 1.231079e+04 1.787868e+02 4.935454e+04 1.952094e+04 4.665436e+03 9.136008e+02 1.925951e+02 6.294764e+01 2.302188e+01 8.931525e+00 3.562026e+00 2.247678e+03 4.950184e+03 3.977852e+03 1.568344e+03 4.496124e+02 1.572023e+02 4.287118e+01 1.671011e+01 1.012677e+01 1.453202e+00 5.557455e+03 1.661318e+04 1.871235e+04 1.234529e+04 6.971827e+03 4.069754e+03 2.446742e+03 1.342385e+03 6.996258e+02 4.016288e+02 3.686623e+03 3.683375e+03 2.754707e+03 1.842196e+03 1.203069e+03 7.262957e+02 4.151892e+02 2.320205e+02 9.110339e+01 7.100521e+01 3.121382e+01 2.920142e+01 1.088583e+01 8.670235e+00 4.030375e+00 1.899038e+00 9.397132e-01 5.009457e-01 3.136043e-01 2.244772e-01 6.021703e+01 1.412024e+02 1.687229e+02 1.608323e+02 1.423282e+02 1.179335e+02 9.822657e+01 8.104621e+01 6.380730e+01 5.805656e+01 2.360844e+02 2.428506e+02 2.073468e+02 1.653635e+02 1.319478e+02 1.090769e+02 8.796521e+01 7.565008e+01 6.509426e+01 5.453843e+01 4.633815e+02 3.262072e+02 2.331160e+02 1.633389e+02 1.166956e+02 6.999873e+01 4.659816e+01 4.659818e+01 2.329940e+01 2.329942e+01 5.600371e+04 9.148961e+04 2.445965e+04 2.445394e+05 2.653803e+03 3.299715e+05 2.447202e+03 1.956685e+04 1.028733e+06 1.020872e+06 2.446328e+06 2.443380e+03 1.246776e+06 3.871139e+06 4.978512e+06 3.965526e+07 6.243806e+05 5.079070e+07 2.352341e+07 2.225664e+06 2.076667e+06 1.186221e+07 4.238080e+07 7.059720e-09
2.110000e+02 2.572483e+01 1.877935e+03 8.937986e+03 1.391904e+04 1.864230e+04 2.053738e+04 2.156823e+04 1.933302e+04 1.905345e+04 1.232473e+04 1.788126e+02 4.936158e+04 1.952232e+04 4.666032e+03 9.138906e+02 1.926755e+02 6.297378e+01 2.303142e+01 8.935227e+00 3.563502e+00 2.247832e+03 4.950406e+03 3.977658e+03 1.568267e+03 4.495860e+02 1.571943e+02 4.286915e+01 1.670962e+01 1.012647e+01 1.453089e+00 5.561306e+03 1.662771e+04 1.872658e+04 1.235099e+04 6.975287e+03 4.071515e+03 2.447721e+03 1.342895e+03 6.998825e+02 4.017726e+02 3.686867e+03 3.682484e+03 2.754029e+03 1.841727e+03 1.202752e+03 7.261011e+02 4.150769e+02 2.319573e+02 9.107925e+01 7.098578e+01 3.121379e+01 2.920143e+01 1.088554e+01 8.670067e+00 4.030349e+00 1.899038e+00 9.397158e-01 5.009481e-01 3.136063e-01 2.244789e-01 6.022921e+01 1.412152e+02 1.687378e+02 1.608462e+02 1.423397e+02 1.179420e+02 9.823356e+01 8.105194e+01 6.381180e+01 5.806066e+01 2.360857e+02 2.428514e+02 2.073472e+02 1.653637e+02 1.319480e+02 1.090770e+02 8.796532e+01 7.565017e+01 6.509434e+01 5.453850e+01 4.633819e+02 3.262073e+02 2.331160e+02 1.633389e+02 1.166956e+02 6.999877e+01 4.659819e+01 4.659821e+01 2.329942e+01 2.329943e+01 5.599918e+04 9.144913e+04 2.445959e+04 2.445384e+05 2.654847e+03 3.299715e+05 2.447202e+03 1.956678e+04 1.028768e+06 1.020788e+06 2.446324e+06 2.443360e+03 1.246777e+06 3.871619e+06 4.977722e+06 3.957694e+07 6.239238e+05 5.080302e+07 2.351953e+07 2.226666e+06 2.076662e+06 1.186829e+07 4.238464e+07 7.059728e-09
2.120000e+02 2.706466e+01 1.931333e+03 8.978008e+03 1.395410e+04 1.867323e+04 2.056569e+04 2.159523e+04 1.935593e+04 1.907534e+04 1.233868e+04 1.788384e+02 4.936862e+04 1.952370e+04 4.666628e+03 9.141802e+02 1.927558e+02 6.299990e+01 2.304096e+01 8.938927e+00 3.564978e+00 2.247981e+03 4.950621e+03 3.977471e+03 1.568193e+03 4.495606e+02 1.571865e+02 4.286719e+01 1.670915e+01 1.012618e+01 1.452980e+00 5.565157e+03 1.664225e+04 1.874082e+04 1.235669e+04 6.978747e+03 4.073276e+03 2.448701e+03 1.343405e+03 7.001391e+02 4.019163e+02 2.458075e+03 3.683433e+03 3.062766e+03 2.145289e+03 1.415376e+03 8.847496e+02 5.186120e+02 2.929177e+02 1.380015e+02 7.766261e+01 3.121376e+01 2.920143e+01 1.088526e+01 8.669898e+00 4.030323e+00 1.899037e+00 9.397184e-01 5.009505e-01 3.136083e-01 2.244806e-01 6.024140e+01 1.412281e+02 1.687527e+02 1.608601e+02 1.423511e+02 1.179505e+02 9.824055e+01 8.105767e+01 6.381630e+01 5.806475e+01 2.360871e+02 2.428521e+02 2.073477e+02 1.653639e+02 1.319481e+02 1.090771e+02 8.796543e+01 7.565027e+01 6.509442e+01 5.453856e+01 4.633822e+02 3.262075e+02 2.331160e+02 1.633390e+02 1.166957e+02 6.999881e+01 4.659822e+01 4.659824e+01 2.329943e+01 2.329945e+01 5.599466e+04 9.140868e+04 2.445953e+04 2.445375e+05 2.655892e+03 3.299715e+05 2.447201e+03 1.956672e+04 1.028803e+06 1.020704e+06 2.446319e+06 2.443339e+03 1.246777e+06 3.872099e+06 4.976933e+06 3.949878e+07 6.234674e+05 5.081521e+07 2.351564e+07 2.227670e+06 2.076656e+06 1.187436e+07 4.238848e+07 7.059735e-09
2.130000e+02 2.843091e+01 1.984760e+03 9.018052e+03 1.398918e+04 1.870417e+04 2.059403e+04 2.162225e+04 1.937886e+04 1.909725e+04 1.235264e+04 1.788642e+02 4.937566e+04 1.952508e+04 4.667223e+03 9.144698e+02 1.928362e+02 6.302602e+01 2.305050e+01 8.942626e+00 3.566453e+00 2.248125e+03 4.950829e+03 3.977290e+03 1.568122e+03 4.495361e+02 1.571790e+02 4.286530e+01 1.670870e+01 1.012590e+01 1.452874e+00 5.569007e+03 1.665677e+04 1.875505e+04 1.236239e+04 6.982205e+03 4.075036e+03 2.449680e+03 1.343916e+03 7.003955e+02 4.020600e+02 2.458779e+03 3.682621e+03 3.062042e+03 2.144755e+03 1.415009e+03 8.845144e+02 5.184723e+02 2.928382e+02 1.379644e+02 7.764162e+01 3.121373e+01 2.920143e+01 1.088498e+01 8.669729e+00 4.030298e+00 1.899037e+00 9.397210e-01 5.009530e-01 3.136103e-01 2.244824e-01 6.025359e+01 1.412410e+02 1.687676e+02 1.608741e+02 1.423626e+02 1.179590e+02 9.824754e+01 8.106340e+01 6.382080e+01 5.806884e+01 2.360885e+02 2.428529e+02 2.073481e+02 1.653641e+02 1.319483e+02 1.090773e+02 8.796554e+01 7.565036e+01 6.509450e+01 5.453863e+01 4.633826e+02 3.262077e+02 2.331161e+02 1.633390e+02 1.166957e+02 6.999885e+01 4.659825e+01 4.659827e+01 2.329945e+01 2.329946e+01 5.599014e+04 9.136824e+04 2.445946e+04 2.445366e+05 2.656935e+03 3.299715e+05 2.447201e+03 1.956666e+04 1.028839e+06 1.020620e+06 2.446315e+06 2.443319e+03 1.246777e+06 3.872579e+06 4.976144e+06 3.942075e+07 6.230112e+05 5.082726e+07 2.351174e+07 2.228673e+06 2.076650e+06 1.188043e+07 4.239232e+07 7.059742e-09
2.140000e+02 2.982362e+01 2.038214e+03 9.058119e+03 1.402429e+04 1.873514e+04 2.062238e+04 2.164929e+04 1.940180e+04 1.911917e+04 1.236661e+04 1.788901e+02 4.938271e+04 1.952646e+04 4.667818e+03 9.147592e+02 1.929165e+02 6.305214e+01 2.306004e+01 8.946325e+00 3.567928e+00 2.248263e+03 4.951029e+03 3.977117e+03 1.568053e+03 4.495125e+02 1.571718e+02 4.286348e+01 1.670826e+01 1.012563e+01 1.452773e+00 5.572856e+03 1.667130e+04 1.876927e+04 1.236809e+04 6.985663e+03 4.076797e+03 2.450659e+03 1.344426e+03 7.006520e+02 4.022036e+02 2.459484e+03 3.681808e+03 3.061319e+03 2.144220e+03 1.414642e+03 8.842793e+02 5.183327e+02 2.927588e+02 1.379273e+02 7.762064e+01 3.121370e+01 2.920143e+01 1.088470e+01 8.669560e+00 4.030272e+00 1.899036e+00 9.397236e-01 5.009554e-01 3.136123e-01 2.244841e-01 6.026578e+01 1.412538e+02 1.687825e+02 1.608880e+02 1.423740e+02 1.179675e+02 9.825452e+01 8.106913e+01 6.382530e+01 5.807293e+01 2.360898e+02 2.428537e+02 2.073486e+02 1.653643e+02 1.319485e+02 1.090774e+02 8.796564e+01 7.565045e+01 6.509458e+01 5.453870e+01 4.633830e+02 3.262079e+02 2.331161e+02 1.633391e+02 1.166958e+02 6.999889e+01 4.659828e+01 4.659830e+01 2.329947e+01 2.329948e+01 5.598562e+04 9.132783e+04 2.445940e+04 2.445356e+05 2.657978e+03 3.299715e+05 2.447201e+03 1.956660e+04 1.028874e+06 1.020536e+06 2.446310e+06 2.443298e+03 1.246777e+06 3.873058e+06 4.975356e+06 3.934257e+07 6.225554e+05 5.083918e+07 2.350782e+07 2.229678e+06 2.076644e+06 1.188650e+07 4.239616e+07 7.059749e-09
2.150000e+02 3.124295e+01 2.091707e+03 9.098227e+03 1.405943e+04 1.876614e+04 2.065077e+04 2.167636e+04 1.942477e+04 1.914112e+04 1.238060e+04 1.789159e+02 4.938975e+04 1.952784e+04 4.668413e+03 9.150485e+02 1.929967e+02 6.307823e+01 2.306957e+01 8.950020e+00 3.569401e+00 2.248397e+03 4.951222e+03 3.976950e+03 1.567987e+03 4.494898e+02 1.571648e+02 4.286173e+01 1.670784e+01 1.012537e+01 1.452675e+00 5.576652e+03 1.668563e+04 1.878329e+04 1.237369e+04 6.989063e+03 4.078527e+03 2.451621e+03 1.344927e+03 7.009040e+02 4.023448e+02 2.460188e+03 3.680994e+03 3.060595e+03 2.143686e+03 1.414274e+03 8.840441e+02 5.181930e+02 2.926793e+02 1.378902e+02 7.759964e+01 3.121367e+01 2.920143e+01 1.088441e+01 8.669391e+00 4.030246e+00 1.899035e+00 9.397262e-01 5.009578e-01 3.136143e-01 2.244859e-01 6.027791e+01 1.412666e+02 1.687974e+02 1.609018e+02 1.423854e+02 1.179760e+02 9.826148e+01 8.107483e+01 6.382978e+01 5.807700e+01 2.360912e+02 2.428545e+02 2.073490e+02 1.653645e+02 1.319486e+02 1.090775e+02 8.796575e+01 7.565055e+01 6.509466e+01 5.453877e+01 4.633834e+02 3.262081e+02 2.331162e+02 1.633392e+02 1.166959e+02 6.999893e+01 4.659831e+01 4.659833e+01 2.329948e+01 2.329950e+01 5.598111e+04 9.128753e+04 2.445934e+04 2.445347e+05 2.659013e+03 3.299715e+05 2.447201e+03 1.956654e+04 1.028909e+06 1.020452e+06 2.446306e+06 2.443278e+03 1.246777e+06 3.873538e+06 4.974568e+06 3.926383e+07 6.220991e+05 5.085135e+07 2.350389e+07 2.230681e+06 2.076638e+06 1.189257e+07 4.240000e+07 7.059757e-09
2.160000e+02 3.202346e+01 2.145227e+03 9.138357e+03 1.409460e+04 1.879717e+04 2.067918e+04 2.170345e+04 1.944777e+04 1.916308e+04 1.239460e+04 1.789417e+02 4.939679e+04 1.952922e+04 4.669007e+03 9.153376e+02 1.930769e+02 6.310431e+01 2.307909e+01 8.953713e+00 3.570874e+00 2.248525e+03 4.951407e+03 3.976789e+03 1.567924e+03 4.494680e+02 1.571582e+02 4.286005e+01 1.670743e+01 1.012512e+01 1.452582e+00 5.580447e+03 1.669996e+04 1.879731e+04 1.237929e+04 6.992463e+03 4.080257e+03 2.452584e+03 1.345428e+03 7.011560e+02 4.024860e+02 2.460892e+03 3.680180e+03 3.059871e+03 2.143151e+03 1.413907e+03 8.838089e+02 5.180534e+02 2.925999e+02 1.378531e+02 7.757866e+01 3.121364e+01 2.920143e+01 1.088413e+01 8.669221e+00 4.030220e+00 1.899035e+00 9.397288e-01 5.009602e-01 3.136163e-01 2.244876e-01 6.029004e+01 1.412794e+02 1.688122e+02 1.609157e+02 1.423968e+02 1.179844e+02 9.826843e+01 8.108053e+01 6.383426e+01 5.808108e+01 2.360926e+02 2.428552e+02 2.073495e+02 1.653647e+02 1.319488e+02 1.090777e+02 8.796586e+01 7.565064e+01 6.509474e+01 5.453883e+01 4.633838e+02 3.262082e+02 2.331162e+02 1.633392e+02 1.166959e+02 6.999897e+01 4.659834e+01 4.659836e+01 2.329950e+01 2.329951e+01 5.597661e+04 9.124726e+04 2.445928e+04 2.445337e+05 2.660047e+03 3.299715e+05 2.447200e+03 1.956648e+04 1.028945e+06 1.020368e+06 2.446301e+06 2.443257e+03 1.246777e+06 3.874018e+06 4.973780e+06 3.918544e+07 6.216431e+05 5.086339e+07 2.349994e+07 2.231685e+06 2.076632e+06 1.189863e+07 4.240384e+07 7.059764e-09
2.170000e+02 3.280449e+01 2.198776e+03 9.178510e+03 1.412980e+04 1.882821e+04 2.070761e+04 2.173056e+04 1.947077e+04 1.918506e+04 1.240860e+04 1.789675e+02 4.940383e+04 1.953060e+04 4.669602e+03 9.156266e+02 1.931571e+02 6.313038e+01 2.308861e+01 8.957406e+00 3.572347e+00 2.248648e+03 4.951585e+03 3.976636e+03 1.567863e+03 4.494471e+02 1.571518e+02 4.285845e+01 1.670705e+01 1.012489e+01 1.452492e+00 5.584242e+03 1.671429e+04 1.881132e+04 1.238489e+04 6.995863e+03 4.081987e+03 2.453546e+03 1.345929e+03 7.014080e+02 4.026271e+02 2.461595e+03 3.679366e+03 3.059147e+03 2.142617e+03 1.413540e+03 8.835738e+02 5.179138e+02 2.925204e+02 1.378160e+02 7.755768e+01 3.121361e+01 2.920143e+01 1.088384e+01 8.669051e+00 4.030193e+00 1.899034e+00 9.397314e-01 5.009626e-01 3.136183e-01 2.244893e-01 6.030216e+01 1.412922e+02 1.688270e+02 1.609295e+02 1.424082e+02 1.179929e+02 9.827539e+01 8.108623e+01 6.383874e+01 5.808515e+01 2.360940e+02 2.428560e+02 2.073499e+02 1.653650e+02 1.319490e+02 1.090778e+02 8.796597e+01 7.565074e+01 6.509482e+01 5.453890e+01 4.633842e+02 3.262084e+02 2.331163e+02 1.633393e+02 1.166960e+02 6.999901e+01 4.659837e+01 4.659839e+01 2.329951e+01 2.329953e+01 5.597211e+04 9.120701e+04 2.445922e+04 2.445328e+05 2.661082e+03 3.299715e+05 2.447200e+03 1.956642e+04 1.028980e+06 1.020284e+06 2.446297e+06 2.443237e+03 1.246777e+06 3.874497e+06 4.972993e+06 3.910714e+07 6.211874e+05 5.087528e+07 2.349598e+07 2.232690e+06 2.076627e+06 1.190470e+07 4.240768e+07 7.059771e-09
2.180000e+02 3.358603e+01 2.252353e+03 9.218685e+03 1.416501e+04 1.885928e+04 2.073607e+04 2.175769e+04 1.949380e+04 1.920706e+04 1.242262e+04 1.789933e+02 4.941087e+04 1.953198e+04 4.670196e+03 9.159156e+02 1.932373e+02 6.315645e+01 2.309813e+01 8.961098e+00 3.573819e+00 2.248767e+03 4.951756e+03 3.976489e+03 1.567805e+03 4.494272e+02 1.571457e+02 4.285691e+01 1.670667e+01 1.012466e+01 1.452406e+00 5.588036e+03 1.672861e+04 1.882533e+04 1.239049e+04 6.999262e+03 4.083717e+03 2.454508e+03 1.346431e+03 7.016600e+02 4.027682e+02 2.462300e+03 3.678552e+03 3.058424e+03 2.142082e+03 1.413173e+03 8.833387e+02 5.177742e+02 2.924410e+02 1.377789e+02 7.753671e+01 3.121358e+01 2.920143e+01 1.088356e+01 8.668882e+00 4.030167e+00 1.899033e+00 9.397340e-01 5.009651e-01 3.136203e-01 2.244911e-01 6.031429e+01 1.413050e+02 1.688419e+02 1.609434e+02 1.424196e+02 1.180014e+02 9.828234e+01 8.109193e+01 6.384322e+01 5.808922e+01 2.360954e+02 2.428568e+02 2.073504e+02 1.653652e+02 1.319491e+02 1.090779e+02 8.796608e+01 7.565083e+01 6.509490e+01 5.453897e+01 4.633846e+02 3.262086e+02 2.331163e+02 1.633393e+02 1.166960e+02 6.999905e+01 4.659840e+01 4.659842e+01 2.329953e+01 2.329954e+01 5.596762e+04 9.116679e+04 2.445916e+04 2.445318e+05 2.662117e+03 3.299715e+05 2.447200e+03 1.956636e+04 1.029015e+06 1.020200e+06 2.446292e+06 2.443216e+03 1.246777e+06 3.874976e+06 4.972206e+06 3.902900e+07 6.207320e+05 5.088704e+07 2.349202e+07 2.233695e+06 2.076621e+06 1.191076e+07 4.241152e+07 7.059778e-09
2.190000e+02 3.436808e+01 2.305958e+03 9.258882e+03 1.420025e+04 1.889037e+04 2.076454e+04 2.178485e+04 1.951684e+04 1.922908e+04 1.243665e+04 1.790191e+02 4.941791e+04 1.953335e+04 4.670790e+03 9.162045e+02 1.933175e+02 6.318251e+01 2.310765e+01 8.964789e+00 3.575291e+00 2.248879e+03 4.951919e+03 3.976349e+03 1.567750e+03 4.494081e+02 1.571398e+02 4.285544e+01 1.670632e+01 1.012444e+01 1.452324e+00 5.591830e+03 1.674293e+04 1.883934e+04 1.239609e+04 7.002661e+03 4.085446e+03 2.455470e+03 1.346932e+03 7.019119e+02 4.029094e+02 2.463004e+03 3.677738e+03 3.057700e+03 2.141548e+03 1.412806e+03 8.831037e+02 5.176347e+02 2.923616e+02 1.377418e+02 7.751574e+01 3.121354e+01 2.920143e+01 1.088328e+01 8.668712e+00 4.030141e+00 1.899033e+00 9.397366e-01 5.009675e-01 3.136223e-01 2.244928e-01 6.032643e+01 1.413178e+02 1.688567e+02 1.609572e+02 1.424310e+02 1.180098e+02 9.828930e+01 8.109764e+01 6.384771e+01 5.809329e+01 2.360968e+02 2.428576e+02 2.073508e+02 1.653654e+02 1.319493e+02 1.090781e+02 8.796620e+01 7.565093e+01 6.509498e+01 5.453904e+01 4.633849e+02 3.262088e+02 2.331164e+02 1.633394e+02 1.166961e+02 6.999909e+01 4.659843e+01 4.659844e+01 2.329954e+01 2.329956e+01 5.596314e+04 9.112660e+04 2.445910e+04 2.445309e+05 2.663153e+03 3.299715e+05 2.447200e+03 1.956630e+04 1.029051e+06 1.020117e+06 2.446288e+06 2.443196e+03 1.246777e+06 3.875454e+06 4.971420e+06 3.895100e+07 6.202769e+05 5.089866e+07 2.348803e+07 2.234701e+06 2.076615e+06 1.191682e+07 4.241536e+07 7.059786e-09
2.200000e+02 3.515064e+01 2.359592e+03 9.299101e+03 1.423552e+04 1.892148e+04 2.079303e+04 2.181202e+04 1.953990e+04 1.925111e+04 1.245069e+04 1.790449e+02 4.942495e+04 1.953473e+04 4.671384e+03 9.164933e+02 1.933976e+02 6.320856e+01 2.311716e+01 8.968478e+00 3.576762e+00 2.248987e+03 4.952074e+03 3.976216e+03 1.567697e+03 4.493900e+02 1.571343e+02 4.285404e+01 1.670598e+01 1.012424e+01 1.452246e+00 5.595622e+03 1.675725e+04 1.885334e+04 1.240169e+04 7.006059e+03 4.087176e+03 2.456432e+03 1.347433e+03 7.021638e+02 4.030505e+02 2.463708e+03 3.676925e+03 3.056977e+03 2.141014e+03 1.412439e+03 8.828688e+02 5.174953e+02 2.922823e+02 1.377047e+02 7.749478e+01 3.121351e+01 2.920143e+01 1.088299e+01 8.668542e+00 4.030115e+00 1.899032e+00 9.397392e-01 5.009699e-01 3.136243e-01 2.244946e-01 6.033856e+01 1.413306e+02 1.688716e+02 1.609711e+02 1.424424e+02 1.180183e+02 9.829626e+01 8.110334e+01 6.385219e+01 5.809737e+01 2.360982e+02 2.428584e+02 2.073513e+02 1.653656e+02 1.319495e+02 1.090782e+02 8.796631e+01 7.565102e+01 6.509507e+01 5.453911e+01 4.633853e+02 3.262089e+02 2.331164e+02 1.633394e+02 1.166961e+02 6.999913e+01 4.659845e+01 4.659847e+01 2.329956e+01 2.329957e+01 5.595866e+04 9.108642e+04 2.445903e+04 2.445300e+05 2.664189e+03 3.299715e+05 2.447200e+03 1.956623e+04 1.029086e+06 1.020033e+06 2.446283e+06 2.443175e+03 1.246777e+06 3.875931e+06 4.970634e+06 3.887315e+07 6.198221e+05 5.091014e+07 2.348404e+07 2.235707e+06 2.076609e+06 1.192287e+07 4.241921e+07 7.059793e-09
2.210000e+02 3.593371e+01 2.413253e+03 9.339343e+03 1.427080e+04 1.895262e+04 2.082155e+04 2.183921e+04 1.956298e+04 1.927316e+04 1.246475e+04 1.790707e+02 4.943199e+04 1.953611e+04 4.671977e+03 9.167820e+02 1.934777e+02 6.323460e+01 2.312668e+01 8.972167e+00 3.578233e+00 2.249090e+03 4.952223e+03 3.976090e+03 1.567647e+03 4.493728e+02 1.571290e+02 4.285272e+01 1.670566e+01 1.012404e+01 1.452172e+00 5.599415e+03 1.677157e+04 1.886734e+04 1.240729e+04 7.009458e+03 4.088905e+03 2.457393e+03 1.347934e+03 7.024157e+02 4.031916e+02 2.464413e+03 3.676112e+03 3.056254e+03 2.140480e+03 1.412072e+03 8.826340e+02 5.173558e+02 2.922029e+02 1.376677e+02 7.747382e+01 3.121348e+01 2.920144e+01 1.088271e+01 8.668373e+00 4.030089e+00 1.899031e+00 9.397418e-01 5.009723e-01 3.136263e-01 2.244963e-01 6.035070e+01 1.413434e+02 1.688864e+02 1.609850e+02 1.424538e+02 1.180268e+02 9.830322e+01 8.110905e+01 6.385667e+01 5.810144e+01 2.360997e+02 2.312201e+02 1.940972e+02 1.521704e+02 1.214305e+02 1.003826e+02 8.095367e+01 6.962015e+01 5.990571e+01 5.019127e+01 4.633857e+02 3.262091e+02 2.331164e+02 1.633395e+02 1.166962e+02 6.999917e+01 4.659848e+01 4.659850e+01 2.329958e+01 2.329959e+01 5.595418e+04 9.104628e+04 2.445897e+04 2.445290e+05 2.665226e+03 3.299715e+05 2.447199e+03 1.956617e+04 1.029122e+06 1.019949e+06 2.446279e+06 2.443155e+03 1.246777e+06 3.876409e+06 4.969848e+06 3.879545e+07 6.193676e+05 5.092148e+07 2.348004e+07 2.236714e+06 2.076603e+06 1.192893e+07 4.242305e+07 7.059800e-09
